INDUSTRY,SATIS,CONFIRM,IDEAL,OVERALLX,CUSTOMX,WRONGX,OVERALLQ,CUSTOMQ,WRONGQ,PQ,QP,COMP,HANDLE,REPUR,HIGHPTOL,LOWPTOL,AGE,EDUCAT,HISPANIC,RACE_1,INCOME,GENDER,ZIPCODE
Internet Service Providers,Dissatisfied,Slightly better,Far from ideal,Very high,Very well,Sometimes,High,Well,Very often,Not good,Not good,No,NoComp,Very unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,High,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Likely,Medium,Unknown,Senior,associate degree,0,1,<20,2,2
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Very well,Very often,Very high,Very well,Often,Below average,Average,No,NoComp,Possible,Unknown,High,Senior,Post graduate,0,1,<20,1,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,High school,0,2,<20,2,1
Internet Service Providers,Satisfied,Met expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,Low,Unknown,Young,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,High,Well,Very often,Below average,Below average,No,NoComp,Likely,Low,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Often,Good,Good,No,NoComp,Very likely,High,Unknown,Middle-aged,High school,0,4,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,High,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Not well,Very rarely,Very low,Not well,Very rarely,Not good,Not good,Yes,Handled poorly,Very unlikely,Unknown,Low,Senior,High school,0,1,<20,2,3
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Very high,Very well,Sometimes,High,Well,Rarely,Below average,Below average,Yes,Somewhat poorly,Possible,Medium,Unknown,Young,Post graduate,0,1,<20,1,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Low,Somewhat well,Often,Low,Somewhat well,Rarely,Not good,Not good,Yes,Handled poorly,Very unlikely,Unknown,High,Senior,High school,0,1,<20,1,Unknown
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Very often,Good,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,Post graduate,0,4,<20,2,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Moderate,Somewhat well,Very often,Low,Adequately,Rarely,Good,Very good,Yes,Somewhat poorly,Very likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Dissatisfied,Below expectations,Somewhat close,Very high,Very well,Very often,Moderate,Adequately,Sometimes,Average,Average,Yes,Somewhat poorly,Possible,Unknown,High,Senior,associate degree,0,1,<20,2,1
Internet Service Providers,Unsure,Slightly better,Moderately close,High,Adequately,Very often,High,Well,Often,Below average,Average,Yes,Handled poorly,Possible,Low,Unknown,Middle-aged,Post graduate,0,1,<20,1,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Adequately,Very often,Moderate,Not well,Very rarely,Not good,Not good,Yes,Handled well,Very unlikely,Unknown,Medium,Middle-aged,Less than high school,0,1,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Somewhat close,High,Very well,Very often,High,Well,Rarely,Not good,Not good,Yes,Handled adequately,Very unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Very well,Sometimes,Very low,Somewhat well,Rarely,Not good,Not good,Yes,Somewhat poorly,Very unlikely,Unknown,High,Middle-aged,Post graduate,0,1,<20,1,1
Internet Service Providers,Very dissatisfied,Slightly better,Far from ideal,Low,Somewhat well,Rarely,Low,Somewhat well,Very rarely,Below average,Below average,Yes,Somewhat poorly,Unlikely,Unknown,High,Middle-aged,Post graduate,0,1,<20,2,1
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,High,Well,Often,High,Well,Often,Below average,Average,No,NoComp,Possible,Low,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Very close to ideal,Very high,Very well,Very often,High,Well,Rarely,Very good,Very good,Yes,Handled well,Very likely,Medium,Unknown,Middle-aged,College graduate,0,2,<20,2,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Very high,Very well,Very often,Low,Somewhat well,Rarely,Below average,Below average,Yes,Handled adequately,Very unlikely,Unknown,High,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,High,Very well,Often,Very good,Very good,Yes,Handled adequately,Very likely,High,Unknown,Young,College graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Moderately close,Very high,Very well,Very often,High,Well,Often,Average,Average,Yes,Handled adequately,Possible,Unknown,High,Young,associate degree,0,1,<20,2,3
Internet Service Providers,Very satisfied,Slightly better,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,Yes,Handled well,Unlikely,Unknown,High,Senior,associate degree,0,1,<20,2,3
Internet Service Providers,Dissatisfied,Met expectations,Far from ideal,High,Very well,Often,High,Very well,Rarely,Below average,Average,Yes,Handled well,Very unlikely,Unknown,High,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,High,Well,Often,High,Well,Often,Average,Good,No,NoComp,Likely,Medium,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Dissatisfied,Met expectations,Somewhat close,High,Well,Sometimes,Moderate,Well,Sometimes,Below average,Below average,Yes,Handled adequately,Possible,Unknown,High,Middle-aged,associate degree,0,1,<20,1,1
Internet Service Providers,Satisfied,Slightly better,Moderately close,Very high,Very well,Very often,High,Well,Sometimes,Good,Good,Yes,Handled well,Possible,Low,Unknown,Senior,High school,0,1,<20,2,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Often,Good,Good,Yes,Handled well,Possible,Low,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Very high,Well,Often,High,Adequately,Sometimes,Good,Average,Yes,Handled well,Likely,High,Unknown,Middle-aged,associate degree,0,1,<20,2,1
Internet Service Providers,Satisfied,Met expectations,Moderately close,Very high,Well,Sometimes,High,Well,Often,Good,Good,Yes,Handled excellently,Likely,Medium,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Well,Often,Good,Good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,College graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Often,Good,Good,Yes,Handled well,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,Very high,Very well,Very often,Good,Good,Yes,Handled excellently,Very likely,High,Unknown,Senior,Post graduate,0,1,<20,2,1
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,Very high,Very well,Very often,Very high,Very well,Sometimes,Very good,Very good,No,NoComp,Likely,High,Unknown,Young,Post graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,High,Very well,Very often,High,Well,Sometimes,Good,Good,Yes,Handled excellently,Likely,High,Unknown,Young,associate degree,0,2,<20,2,3
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Very high,Adequately,Sometimes,High,Well,Often,Good,Good,No,NoComp,Likely,High,Unknown,Young,College graduate,1,2,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Moderately close,Very high,Very well,Very often,High,Well,Often,Average,Average,No,NoComp,Possible,Medium,Unknown,Middle-aged,High school,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Moderately close,Very high,Very well,Very often,High,Well,Sometimes,Good,Good,Yes,Handled well,Possible,Low,Unknown,Senior,College graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Well,Very often,High,Well,Very often,Good,Good,Yes,Handled well,Likely,Medium,Unknown,Senior,Post graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Very high,Well,Very often,High,Very well,Very often,Average,Average,Yes,Handled excellently,Likely,Low,Unknown,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,High,Well,Often,Average,Average,No,NoComp,Likely,Medium,Unknown,Middle-aged,College graduate,1,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,Yes,Handled excellently,Very likely,High,Unknown,Senior,College graduate,0,1,<20,2,3
Internet Service Providers,Dissatisfied,Slightly better,Far from ideal,Moderate,Adequately,Sometimes,Low,Somewhat well,Sometimes,Not good,Not good,No,NoComp,Possible,Unknown,High,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Very often,High,Well,Often,Below average,Average,Yes,Somewhat poorly,Possible,Unknown,High,Young,College graduate,0,2,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,High,Very well,Often,High,Well,Often,Good,Good,No,NoComp,Possible,Low,Unknown,Middle-aged,High school,0,1,<20,2,2
Internet Service Providers,Satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,High,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Often,High,Very well,Sometimes,Good,Good,No,NoComp,Very likely,High,Unknown,Middle-aged,Post graduate,0,2,<20,2,2
Internet Service Providers,Very satisfied,Met expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Rarely,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Senior,associate degree,0,1,<20,2,3
Internet Service Providers,Unsure,Met expectations,Far from ideal,Very high,Well,Often,Very high,Very well,Often,Not good,Not good,No,NoComp,Unlikely,Unknown,Low,Young,College graduate,0,2,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Well,Very often,Very high,Very well,Very often,Average,Very good,Yes,Handled excellently,Very likely,High,Unknown,Middle-aged,Post graduate,0,1,<20,2,1
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,3
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Very well,Very often,Very low,Not well,Very rarely,Not good,Not good,Yes,Handled poorly,Very unlikely,Unknown,High,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Very high,Adequately,Sometimes,High,Well,Sometimes,Average,Average,Yes,Handled well,Likely,Low,Unknown,Young,associate degree,1,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Often,Good,Good,Yes,Handled excellently,Likely,Low,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Met expectations,Moderately close,High,Well,Very often,High,Well,Often,Below average,Average,Yes,Handled poorly,Very likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Close to ideal,Very high,Well,Often,Very high,Very well,Often,Good,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,High,Well,Rarely,High,Well,Very often,Average,Average,Yes,Handled excellently,Likely,High,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Average,Good,Yes,Handled excellently,Likely,Medium,Unknown,Senior,Post graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,Yes,Handled well,Likely,Low,Unknown,Young,Post graduate,0,1,<20,2,3
Internet Service Providers,Satisfied,Slightly better,Somewhat close,Very high,Well,Very often,High,Well,Sometimes,Good,Good,Yes,Handled well,Unlikely,Unknown,High,Elderly,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Very good,Yes,Handled well,Possible,High,Unknown,Senior,associate degree,0,1,<20,2,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Well,Very often,High,Well,Very often,Good,Good,Yes,Handled excellently,Very likely,High,Unknown,Senior,associate degree,0,1,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Often,Good,Good,Yes,Handled well,Likely,Medium,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,Yes,Handled excellently,Very likely,Medium,Unknown,Senior,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Often,Very high,Very well,Very often,Average,Good,No,NoComp,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Moderate,Adequately,Sometimes,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Average,Average,No,NoComp,Very likely,Low,Unknown,Middle-aged,associate degree,0,1,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,High,Well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,High,Well,Often,High,Very well,Often,Very good,Very good,Yes,Handled excellently,Very likely,Low,Unknown,Senior,associate degree,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,High,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Dissatisfied,Below expectations,Far from ideal,High,Well,Rarely,Low,Adequately,Rarely,Below average,Below average,No,NoComp,Very unlikely,Unknown,High,Middle-aged,College graduate,1,6,<20,2,2
Internet Service Providers,Very satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,Yes,Handled excellently,Possible,Unknown,Medium,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,High,Very well,Very often,Low,Adequately,Rarely,Not good,Below average,No,NoComp,Possible,Unknown,High,Young,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,Post graduate,0,4,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Moderate,Adequately,Rarely,Moderate,Adequately,Sometimes,Good,Good,Yes,Handled excellently,Likely,Low,Unknown,Middle-aged,associate degree,0,1,<20,2,1
Internet Service Providers,Very satisfied,Met expectations,Moderately close,High,Very well,Very often,High,Very well,Very often,Good,Good,No,NoComp,Possible,High,Unknown,Senior,High school,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,Yes,Handled excellently,Very likely,Medium,Unknown,Senior,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,High,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,High,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Elderly,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,High school,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Likely,Low,Unknown,Senior,associate degree,0,1,<20,2,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,No,NoComp,Very likely,High,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Far from ideal,Very high,Well,Sometimes,Low,Well,Often,Below average,Below average,No,NoComp,Likely,Medium,Unknown,Young,High school,0,2,<20,1,2
Internet Service Providers,Very satisfied,Exceeded expectations,Close to ideal,High,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Senior,Post graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Exceeded expectations,Close to ideal,Very high,Well,Sometimes,Moderate,Adequately,Sometimes,Very good,Good,No,NoComp,Likely,High,Unknown,Middle-aged,High school,0,1,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,High,Adequately,Rarely,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,Low,Unknown,Young,College graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,High,Well,Often,Very high,Very well,Often,Good,Good,Yes,Handled excellently,Very likely,Medium,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,High,Very well,Very often,Very high,Very well,Very often,Very good,Very good,Yes,Handled excellently,Very likely,Medium,Unknown,Elderly,Post graduate,0,3,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Very high,Well,Often,High,Well,Often,Average,Average,Yes,Handled excellently,Possible,Unknown,High,Middle-aged,High school,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,Post graduate,0,1,<20,2,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Young,High school,0,1,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,High,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Likely,High,Unknown,Young,High school,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,High school,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,No,NoComp,Very likely,Medium,Unknown,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,1,3
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,High,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very rarely,Very high,Very well,Very rarely,Very good,Very good,Yes,Handled excellently,Very likely,High,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Met expectations,Close to ideal,Very high,Well,Very often,High,Very well,Sometimes,Very good,Good,No,NoComp,Very likely,High,Unknown,Young,associate degree,1,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,High school,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Often,Very high,Very well,Often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Young,associate degree,1,1,<20,2,1
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Well,Often,High,Well,Often,Good,Good,No,NoComp,Very likely,High,Unknown,Elderly,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Young,College graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,College graduate,0,1,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Young,associate degree,1,2,<20,2,1
Internet Service Providers,Dissatisfied,Below expectations,Far from ideal,Very high,Well,Very often,Moderate,Adequately,Rarely,Not good,Not good,No,NoComp,Very unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,2,1
Internet Service Providers,Satisfied,Met expectations,Very close to ideal,Very high,Well,Very often,High,Very well,Sometimes,Average,Good,No,NoComp,Very likely,High,Unknown,Middle-aged,High school,0,1,<20,1,2
Internet Service Providers,Unsure,Slightly better,Somewhat close,High,Adequately,Rarely,High,Adequately,Often,Average,Average,No,NoComp,Unlikely,Unknown,High,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Slightly better,Somewhat close,Low,Well,Rarely,High,Well,Rarely,Below average,Not good,Yes,Handled adequately,Unlikely,Unknown,High,Middle-aged,High school,1,6,<20,2,1
Internet Service Providers,Satisfied,Slightly better,Close to ideal,High,Well,Often,High,Adequately,Often,Average,Below average,No,NoComp,Possible,Unknown,High,Middle-aged,College graduate,0,2,<20,2,1
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,High,Well,Very often,Very low,Adequately,Very rarely,Average,Average,Yes,Handled poorly,Very unlikely,Unknown,Medium,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Met expectations,Moderately close,Very high,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Low,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Satisfied,Slightly better,Somewhat close,Very high,Very well,Very often,High,Very well,Sometimes,Good,Good,Yes,Somewhat poorly,Possible,Unknown,Medium,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very low,Not well,Very rarely,Very low,Not well,Rarely,Below average,Not good,Yes,Handled poorly,Very unlikely,Unknown,High,Senior,College graduate,0,2,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very low,Not well,Rarely,Very low,Not well,Sometimes,Below average,Below average,Yes,Somewhat poorly,Very unlikely,Unknown,High,Middle-aged,Post graduate,0,4,<20,1,2
Internet Service Providers,Dissatisfied,Slightly better,Moderately close,Moderate,Adequately,Sometimes,Moderate,Somewhat well,Sometimes,Below average,Below average,Yes,Somewhat poorly,Unlikely,Unknown,High,Middle-aged,associate degree,1,1,<20,1,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Very high,Very well,Very often,Very low,Not well,Very rarely,Below average,Below average,Yes,Somewhat poorly,Unlikely,Unknown,High,Senior,College graduate,0,4,<20,2,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Low,Somewhat well,Sometimes,Low,Somewhat well,Sometimes,Not good,Below average,Yes,Somewhat poorly,Possible,Unknown,High,Senior,High school,1,1,<20,2,2
Internet Service Providers,Very dissatisfied,Slightly better,Somewhat close,Very high,Well,Very often,High,Well,Often,Not good,Below average,Yes,Somewhat poorly,Very unlikely,Unknown,High,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Below average,Below average,Yes,Handled adequately,Unlikely,Unknown,High,Middle-aged,associate degree,1,1,<20,1,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,High,Well,Often,Good,Good,Yes,Handled adequately,Possible,Unknown,High,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,No,NoComp,Likely,Medium,Unknown,Middle-aged,High school,0,1,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Very well,Very often,Low,Somewhat well,Sometimes,Not good,Not good,No,NoComp,Very unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,2,3
Internet Service Providers,Unsure,Met expectations,Somewhat close,High,Adequately,Rarely,Low,Adequately,Rarely,Below average,Below average,No,NoComp,Possible,Unknown,Low,Young,College graduate,0,1,<20,1,1
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,High,Not well,Sometimes,Very low,Not well,Very rarely,Not good,Not good,Yes,Handled poorly,Very unlikely,Unknown,High,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Moderate,Very well,Often,Low,Not well,Very rarely,Not good,Average,Yes,Handled poorly,Very unlikely,Unknown,High,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Very well,Very often,Very low,Not well,Very rarely,Not good,Not good,Yes,Handled poorly,Very unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,2,2
Internet Service Providers,Dissatisfied,Slightly better,Far from ideal,Very high,Well,Often,Moderate,Somewhat well,Rarely,Below average,Average,Yes,Handled poorly,Very unlikely,Unknown,High,Middle-aged,Post graduate,0,1,<20,2,1
