INDUSTRY,SATIS,CONFIRM,IDEAL,OVERALLX,CUSTOMX,WRONGX,OVERALLQ,CUSTOMQ,WRONGQ,PQ,QP,COMP,HANDLE,REPUR,HIGHPTOL,LOWPTOL,AGE,EDUCAT,HISPANIC,RACE_1,INCOME,GENDER,ZIPCODE
Internet Service Providers,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,1,1
Internet Service Providers,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,3
Internet Service Providers,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,1,2,<20,2,1
Internet Service Providers,Low,Low,Low,Very high,Well,High,Moderate,Adequately,Low,Low,Low,No,Unknown,Low,Unknown,High,Middle-aged,Medium,0,1,<20,2,1
Internet Service Providers,High,Medium,High,Very high,Well,High,High,Very well,Medium,Medium,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,1,2
Internet Service Providers,Medium,Low,Low,High,Adequately,Low,High,Adequately,High,Medium,Medium,No,Unknown,Low,Unknown,High,Young,Medium,0,1,<20,2,2
Internet Service Providers,Medium,Low,Low,Low,Well,Low,High,Well,Low,Low,Low,Yes,Medium,Low,Unknown,High,Middle-aged,Low,1,6,<20,2,1
Internet Service Providers,High,Low,High,High,Well,High,High,Adequately,High,Medium,Low,No,Unknown,Medium,Unknown,High,Middle-aged,Medium,0,2,<20,2,1
Internet Service Providers,Low,Low,Low,High,Well,High,Very low,Adequately,Low,Medium,Medium,Yes,Low,Low,Unknown,Medium,Middle-aged,High,0,1,<20,2,2
Internet Service Providers,Medium,Medium,Medium,Very high,Adequately,Medium,Moderate,Adequately,Medium,Medium,Medium,No,Unknown,Medium,Low,Unknown,Young,Medium,0,1,<20,2,2
Internet Service Providers,High,Low,Low,Very high,Very well,High,High,Very well,Medium,High,High,Yes,Low,Medium,Unknown,Medium,Senior,Medium,0,1,<20,1,2
Internet Service Providers,Low,Low,Low,Very low,Not well,Low,Very low,Not well,Low,Low,Low,Yes,Low,Low,Unknown,High,Senior,Medium,0,2,<20,2,2
Internet Service Providers,Low,Low,Low,Very low,Not well,Low,Very low,Not well,Medium,Low,Low,Yes,Low,Low,Unknown,High,Middle-aged,High,0,4,<20,1,2
Internet Service Providers,Low,Low,Medium,Moderate,Adequately,Medium,Moderate,Somewhat well,Medium,Low,Low,Yes,Low,Low,Unknown,High,Middle-aged,Medium,1,1,<20,1,2
Internet Service Providers,Low,Low,Low,Very high,Very well,High,Very low,Not well,Low,Low,Low,Yes,Low,Low,Unknown,High,Senior,Medium,0,4,<20,2,2
Internet Service Providers,Low,Low,Low,Low,Somewhat well,Medium,Low,Somewhat well,Medium,Low,Low,Yes,Low,Medium,Unknown,High,Senior,Low,1,1,<20,2,2
Internet Service Providers,Low,Low,Low,Very high,Well,High,High,Well,High,Low,Low,Yes,Low,Low,Unknown,High,Senior,Medium,0,1,<20,1,2
Internet Service Providers,Low,Low,Low,Moderate,Adequately,Medium,Moderate,Adequately,Medium,Low,Low,Yes,Medium,Low,Unknown,High,Middle-aged,Medium,1,1,<20,1,3
Internet Service Providers,High,High,High,Very high,Very well,High,High,Well,High,High,High,Yes,Medium,Medium,Unknown,High,Senior,Medium,0,1,<20,1,2
Internet Service Providers,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Low,0,1,<20,2,2
Internet Service Providers,Low,Low,Low,Very high,Very well,High,Low,Somewhat well,Medium,Low,Low,No,Unknown,Low,Unknown,High,Middle-aged,Medium,0,1,<20,2,3
Internet Service Providers,Medium,Medium,Low,High,Adequately,Low,Low,Adequately,Low,Low,Low,No,Unknown,Medium,Unknown,Low,Young,Medium,0,1,<20,1,1
Internet Service Providers,Low,Low,Low,High,Not well,Medium,Very low,Not well,Low,Low,Low,Yes,Low,Low,Unknown,High,Middle-aged,Medium,0,1,<20,2,2
Internet Service Providers,Low,Low,Low,Moderate,Very well,High,Low,Not well,Low,Low,Medium,Yes,Low,Low,Unknown,High,Senior,Medium,0,1,<20,1,2
Internet Service Providers,Low,Low,Low,Very high,Very well,High,Very low,Not well,Low,Low,Low,Yes,Low,Low,Unknown,High,Middle-aged,Medium,0,1,<20,2,2
Internet Service Providers,Low,Low,Low,Very high,Well,High,Moderate,Somewhat well,Low,Low,Medium,Yes,Low,Low,Unknown,High,Middle-aged,High,0,1,<20,2,1
Internet Service Providers,Low,Low,Low,High,Adequately,Low,Very low,Somewhat well,Low,Low,Low,Yes,Medium,Low,Unknown,High,Middle-aged,Medium,0,1,<20,2,3
Internet Service Providers,Low,Low,Low,High,Well,High,High,Well,Low,Low,Low,No,Unknown,Low,Unknown,High,Middle-aged,High,0,1,<20,1,2
Internet Service Providers,Low,Low,Low,Moderate,Well,Low,High,Well,Low,Low,Low,Yes,Low,Low,Unknown,High,Young,High,0,1,<20,2,1
Internet Service Providers,Low,Low,Low,High,Adequately,Low,Low,Somewhat well,Low,Low,Low,Yes,Low,Medium,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,1
Internet Service Providers,Medium,Medium,Low,High,Well,Medium,Moderate,Adequately,Medium,Medium,Medium,Yes,Medium,Low,Unknown,High,Middle-aged,Medium,0,1,<20,1,2
Internet Service Providers,Medium,Low,Medium,High,Well,High,High,Well,High,Medium,Medium,Yes,Low,Medium,Unknown,High,Senior,Medium,0,1,<20,1,1
Internet Service Providers,Low,Low,Low,Low,Very well,High,Moderate,Adequately,Low,Low,Low,Yes,Low,Low,Unknown,High,Senior,Medium,0,2,<20,2,2
Internet Service Providers,Medium,Medium,Medium,High,Well,Medium,Moderate,Adequately,Medium,Low,Medium,Yes,Medium,Low,Unknown,High,Elderly,Medium,0,1,<20,2,2
Internet Service Providers,Medium,Medium,Medium,Very high,Well,Medium,High,Adequately,Medium,Low,High,Yes,High,Medium,Unknown,High,Middle-aged,Medium,0,1,<20,2,3
Internet Service Providers,Medium,Low,Low,High,Well,Medium,High,Well,Medium,Medium,Medium,Yes,Medium,Medium,Unknown,High,Young,Low,0,1,<20,2,2
Internet Service Providers,High,Medium,Medium,High,Well,High,Moderate,Somewhat well,Low,Low,Low,Yes,Medium,Medium,Unknown,High,Young,Medium,0,1,<20,2,2
Internet Service Providers,Medium,Medium,Medium,High,Adequately,Medium,High,Adequately,Medium,Medium,Medium,No,Unknown,Medium,High,Unknown,Middle-aged,High,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Elderly,Low,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,High,High,High,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,1
Processed Food,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Low,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Elderly,Low,0,1,<20,2,2
Processed Food,High,Medium,High,High,Well,Medium,High,Well,High,Medium,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,1,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,1,2
Processed Food,High,Low,High,High,Well,Low,Very high,Well,Low,High,High,No,Unknown,High,High,Unknown,Senior,Low,0,1,<20,2,3
Processed Food,High,High,Medium,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Low,0,1,<20,2,3
Processed Food,High,Medium,High,High,Very well,High,Very high,Very well,High,High,Medium,No,Unknown,High,High,Unknown,Young,Low,1,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Elderly,Medium,0,3,<20,1,3
Processed Food,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,Low,High,High,Yes,High,High,High,Unknown,Young,High,0,1,<20,2,1
Processed Food,Medium,High,Medium,High,Well,High,High,Well,High,High,High,No,Unknown,Medium,Low,Unknown,Young,High,0,1,<20,2,3
Processed Food,High,High,Medium,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Well,High,Very high,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,3,<20,2,2
Processed Food,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,2,<20,2,2
Processed Food,High,Medium,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,3
Processed Food,High,Low,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,High,Medium,High,Very well,Low,Very high,Well,Low,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,1,3,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Low,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,High,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,Very high,Well,High,Medium,High,No,Unknown,High,Medium,Unknown,Young,Low,0,1,<20,2,1
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,4,<20,2,1
Processed Food,High,High,Low,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,Medium,High,Very high,Very well,High,Very high,Very well,High,Medium,High,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,2,2
Processed Food,High,Medium,Medium,Very high,Very well,High,Very high,Very well,Low,High,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,2,3
Processed Food,Medium,Medium,Medium,Moderate,Adequately,Medium,Moderate,Adequately,High,Medium,Medium,No,Unknown,Medium,High,Unknown,Middle-aged,Medium,1,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,High,Low,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very low,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,3
Processed Food,Medium,Medium,Medium,Very high,Well,High,High,Well,High,High,High,Yes,High,High,High,Unknown,Young,Medium,1,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Elderly,Low,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Elderly,Low,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,High,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,3
Processed Food,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,1,1,<20,2,1
Processed Food,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Processed Food,High,High,High,High,Well,High,High,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,2,2
Processed Food,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,High,0,1,<20,2,3
Processed Food,High,Medium,High,High,Adequately,High,High,Adequately,High,High,High,No,Unknown,Low,Unknown,High,Middle-aged,High,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,1,2
Processed Food,High,Medium,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,High,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,1,6,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,3
Processed Food,High,High,High,High,Well,Medium,High,Well,Low,High,High,No,Unknown,High,Low,Unknown,Young,Low,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,1,2,<20,2,1
Processed Food,High,High,Medium,Moderate,Adequately,Medium,High,Adequately,Low,Low,High,No,Unknown,Medium,High,Unknown,Middle-aged,Medium,0,4,<20,2,1
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,4,<20,2,2
Processed Food,High,Low,High,Very high,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Low,0,1,<20,2,3
Processed Food,Medium,Medium,Medium,Very high,Very well,High,Moderate,Adequately,Low,Medium,Medium,No,Unknown,Medium,Medium,Unknown,Young,High,0,2,<20,2,2
Processed Food,High,Medium,High,High,Very well,High,Very high,Very well,High,Medium,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,1,2
Processed Food,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Elderly,High,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,Unknown
Processed Food,High,Medium,Medium,Moderate,Well,Medium,High,Well,High,Medium,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,Unknown
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,Yes,High,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Elderly,Low,0,1,<20,2,3
Processed Food,High,Low,High,Very high,Very well,Low,High,Well,Low,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Low,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,4,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,2,<20,1,1
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,High,0,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,1
Processed Food,High,Medium,Medium,Very high,Well,High,High,Well,High,High,High,No,Unknown,Medium,Medium,Unknown,Young,High,0,1,<20,2,1
Processed Food,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,3,<20,2,2
Processed Food,High,Medium,Medium,High,Very well,High,High,Well,High,Medium,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,2,2
Processed Food,High,High,High,Very high,Well,High,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,Medium,Medium,High,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Young,High,0,1,<20,2,2
Processed Food,High,Medium,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,High,0,1,<20,2,1
Processed Food,Medium,High,Medium,Very high,Well,High,Moderate,Very well,Low,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,1,1
Processed Food,High,High,High,High,Well,Low,High,Well,Medium,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,1,3
Processed Food,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,3
Processed Food,High,Medium,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,4,<20,2,1
Processed Food,High,High,Medium,High,Well,Low,High,Well,High,Medium,Medium,No,Unknown,Medium,Unknown,High,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,High,0,1,<20,2,2
Processed Food,Medium,Low,Medium,High,Well,Low,High,Well,High,High,High,No,Unknown,Medium,High,Unknown,Senior,Medium,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,Low,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,2
Processed Food,High,Medium,Medium,High,Well,High,High,Well,High,Medium,Medium,No,Unknown,Medium,Medium,Unknown,Middle-aged,Low,0,1,<20,1,2
Processed Food,High,Medium,Medium,Moderate,Adequately,High,Moderate,Adequately,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,1,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,2
Processed Food,High,High,Medium,High,Very well,Low,High,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,1,1,<20,1,1
Processed Food,High,Low,Medium,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,1,1
Processed Food,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Elderly,Low,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,Low,High,Well,High,High,High,Yes,High,High,High,Unknown,Young,High,0,2,<20,1,1
Processed Food,High,Low,High,Very high,Very well,High,Very high,Very well,Low,High,High,No,Unknown,High,High,Unknown,Elderly,Medium,0,1,<20,2,3
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Processed Food,Medium,High,High,High,Well,High,High,Well,High,High,High,Yes,High,High,High,Unknown,Young,Medium,0,1,<20,1,2
Processed Food,High,High,High,High,Well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Low,0,1,<20,1,2
Processed Food,Medium,Medium,Medium,Moderate,Adequately,Medium,Moderate,Adequately,Medium,Medium,High,No,Unknown,Medium,High,Unknown,Middle-aged,Medium,0,2,<20,1,2
Processed Food,High,High,High,Very high,Very well,Low,Very high,Very well,Low,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,Yes,High,High,High,Unknown,Young,High,0,1,<20,2,1
Processed Food,High,Low,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,3,<20,2,3
Processed Food,Medium,Medium,Medium,Very high,Well,High,High,Well,High,Medium,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,1,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,High,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,1,2
Processed Food,High,High,High,High,Very well,Medium,Very high,Well,Low,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,3
Processed Food,High,Low,High,Very high,Very well,Low,Very high,Very well,Low,High,High,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,2,2
Processed Food,High,High,High,Very high,Very well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,3
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,1,3
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,High,High,Very high,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Processed Food,High,Medium,Medium,High,Well,High,High,Well,Medium,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Low,0,2,<20,2,2
Processed Food,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,1,2
Processed Food,High,High,Medium,Very high,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,2,2
Processed Food,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,4,<20,1,2
Processed Food,High,High,High,High,Well,High,High,Well,High,High,Medium,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,Unknown
Processed Food,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,1,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,1
Processed Food,High,High,High,High,Well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,1,2
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,2
Processed Food,High,High,High,High,Very well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,2,2
Processed Food,High,High,Medium,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,High,0,1,<20,1,2
Processed Food,High,High,High,High,Well,High,Very high,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,1
Processed Food,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Processed Food,High,High,High,High,Well,High,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,3
